https://tudatalib.ulb.tu-darmstadt.de/handle/tudatalib/2478

Quelle	Autor	Titel	Jahr	Journal	Typ	DOI	Gelesen?	Empirisch?	Ausschlusspunkt	Ausschlussgrund	Kommentar	Feld	Thema	HMD	Interaction device	No Participants	Low Abstraction	Medium	High	Exactly like RE	Similar to RE	Different to RE	Training	No Training	Walking	Balance	Navigation / Orientation	Searching / Identifying	Reaching	Picking / Manual object interaction	Cognitive / Memory tasks	Spatial Perception	Quantitative	Qualitative	Experiment	Secondary research 	Subjective feedback	Consistent	Better	Worse
WOS	Yildirim, Caglar	Don't make me sick: investigating the incidence of cybersickness in commercial virtual reality headsets	2020	VIRTUAL REALITY		10.1007/s10055-019-00401-0	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Cybersickness / Fatigue	Oculus Rift & HTC Vive																										
WOS	"Mattila, Osmo; Korhonen, Arto; Poyry, Essi; Hauru, Kaisa; Holopainen, Jani; Parvinen, Petri"	Restoration in a virtual reality forest environment	2020	COMPUTERS IN HUMAN BEHAVIOR		10.1016/j.chb.2020.106295	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology	Effect of Immersion																											
WOS	"Hornsey, Rebecca L.; Hibbard, Paul B.; Scarfe, Peter"	Size and shape constancy in consumer virtual reality	2020	BEHAVIOR RESEARCH METHODS		10.3758/s13428-019-01336-9	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	ectl. Wahrnehmung von Size and Distance	Hardwareentwicklung und Evaluation	Visual perception	Oculus Rift & HTC Vive	HMD controllers	40																								
WOS	"Rueger, Christoph; Moosburnerl, Simon; Sauer, Igor M."	Extended reality technologies for support of surgical workflows	2020	CHIRURG		10.1007/s00104-020-01188-6	Görge		Titel	nicht Englisch																														
WOS	"Fernandez Herrero, Jorge; Lorenzo, Gonzalo"	An immersive virtual reality educational intervention on people with autism spectrum disorders (ASD) for the development of communication skills and problem solving	2020	EDUCATION AND INFORMATION TECHNOLOGIES		10.1007/s10639-019-10050-0	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology	Rehabilitation / Treatment																											
WOS	"Desselle, Mathilde R.; Brown, Ross A.; James, Allan R.; Midwinter, Mark J.; Powell, Sean; Woodruff, Maria A."	Augmented and Virtual Reality in Surgery	2020	COMPUTING IN SCIENCE & ENGINEERING		10.1109/MCSE.2020.2972822	Görge		Abstract	Review		Medizin	Image of VR / Use of VR																											
WOS	"Hu, Qiang; Zhou, Jun; Zhang, Xiaoyun; Shi, Zhiru; Gao, Zhiyong"	Viewport-adaptive 360-degree video coding	2020	MULTIMEDIA TOOLS AND APPLICATIONS		10.1007/s11042-019-08390-7	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Software development																											
WOS	"Baker, Steven; Waycott, Jenny; Robertson, Elena; Carrasco, Romina; Neves, Barbara Barbosa; Hampson, Ralph; Vetere, Frank"	Evaluating the use of interactive virtual reality technology with older adults living in residential aged care	2020	INFORMATION PROCESSING & MANAGEMENT		10.1016/j.ipm.2019.102105	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology	Collaboration / Interaction																											
WOS	"Virtanen, Juho-Pekka; Daniel, Sylvie; Turppa, Tuomas; Zhu, Lingli; Julin, Arttu; Hyyppa, Hannu; Hyyppa, Juha"	Interactive dense point clouds in a game engine	2020	ISPRS JOURNAL OF PHOTOGRAMMETRY AND REMOTE SENSING		10.1016/j.isprsjprs.2020.03.007	Görge	Nein	Abstract	kein VR		Softwareentwicklung	Software development																											
WOS	"Hu, Zhiming; Li, Sheng; Zhang, Congyi; Yi, Kangrui; Wang, Guoping; Manocha, Dinesh"	DGaze: CNN-Based Gaze Prediction in Dynamic Scenes	2020	IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS		10.1109/TVCG.2020.2973473	Görge	Ja	Abstract	nur Technik		Softwareentwicklung	Software development																											
WOS	"Peck, Tabitha C.; Sockol, Laura E.; Hancock, Sarah M."	Mind the Gap: The Underrepresentation of Female Participants and Authors in Virtual Reality Research	2020	IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS		10.1109/TVCG.2020.2973498	Görge	Ja	Abstract	Review		VR Allgemein	Image of VR / Use of VR																											
WOS	"Meng, Xiaoxu; Du, Ruofei; Varshney, Amitabh"	Eye-dominance-guided Foveated Rendering	2020	IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS		10.1109/TVCG.2020.2973442	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Software development																											
WOS	"Gonzalez-Franco, Mar; Steed, Anthony; Hoogendyk, Steve; Ofek, Eyal"	Using Facial Animation to Increase the Enfacement Illusion and Avatar Self-Identification	2020	IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS		10.1109/TVCG.2020.2973075	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Softwareentwicklung	Body Illusion																											
WOS	"Mirzaei, Mohammadreza; Kan, Peter; Kaufmann, Hannes"	EarVR: Using Ear Haptics in Virtual Reality for Deaf and Hard-of-Hearing People	2020	IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS		10.1109/TVCG.2020.2973441	Görge	Nein	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Hardware development																											
WOS	"Spjut, Josef; Boudaoud, Ben; Kim, Jonghyun; Greer, Trey; Albert, Rachel; Stengel, Michael; Aksit, Kaan; Luebke, David"	Toward Standardized Classification of Foveated Displays	2020	IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS		10.1109/TVCG.2020.2973053	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Software development																											
WOS	"Tibaldi, A.; Bonali, F. L.; Vitello, F.; Delage, E.; Nomikou, P.; Antoniou, V; Becciani, U.; de Vries, B. Van Wyk; Krokos, M.; Whitworth, M."	Real world-based immersive Virtual Reality for research, teaching and communication in volcanology	2020	BULLETIN OF VOLCANOLOGY		10.1007/s00445-020-01376-6	Görge	Nein	Abstract	nur Technik		Volcanology	Visualisation																											
WOS	Han, Insook	Immersive virtual field trips and elementary students' perceptions	2020	BRITISH JOURNAL OF EDUCATIONAL TECHNOLOGY		10.1111/bjet.12946	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Bildungswesen	Image of VR / Use of VR																											
WOS	"Ha, Hyeyoung; Kwak, Youngshin; Kim, Hyosun; Seo, Young-jun"	Discomfort luminance level of head-mounted displays depending on the adapting luminance	2020	COLOR RESEARCH AND APPLICATION		10.1002/col.22509	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Human Biology	Visual perception																											
WOS	"Hagio, Shota; Kouzaki, Motoki"	Visuomotor Transformation for the Lead Leg Affects Trail Leg Trajectories During Visually Guided Crossing Over a Virtual Obstacle in Humans	2020	FRONTIERS IN NEUROSCIENCE		10.3389/fnins.2020.00357	Görge	Ja	Sample		Crossing obstacles while walking in VR and in reality	Ergonomie	Movement / Navigation	PlayStation VR	Motion capture	13			x			x		x	x							x	x		x			x	x	
WOS	"Cook, Matt; Grime, John"	Motivations, design, and preliminary testing for a 360 degrees vision simulator	2020	VIRTUAL REALITY		10.1007/s10055-020-00433-x	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Software development																											
WOS	"Tai, Tzu-Yu; Chen, Howard Hao-Jan; Todd, Graeme"	The impact of a virtual reality app on adolescent EFL learners' vocabulary learning	2020	COMPUTER ASSISTED LANGUAGE LEARNING		10.1080/09588221.2020.1752735	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Bildungswesen	Training																											
WOS	"Juliano, Julia M.; Liew, Sook-Lei"	Transfer of motor skill between virtual reality viewed using a head-mounted display and conventional screen environments	2020	JOURNAL OF NEUROENGINEERING AND REHABILITATION		10.1186/s12984-020-00678-2	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	evtl. Transfer von Motor Skills	Ergonomie	Haptics / Physical interaction	Oculus Rift DK2	Futek Pinch Sensor FSH01465 (Force Sensor)	70																								
WOS	"Lavoie, Raymond; Main, Kelley; King, Corey; King, Danielle"	Virtual experience, real consequences: the potential negative emotional consequences of virtual reality gameplay	2020	VIRTUAL REALITY		10.1007/s10055-020-00440-y	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology	Effect of Immersion	HTC Vive																										
WOS	"Wang, Qiyue; Jiao, Wenhua; Yu, Rui; Johnson, Michael T.; Zhang, YuMing"	Virtual Reality Robot-Assisted Welding Based on Human Intention Recognition	2020	IEEE TRANSACTIONS ON AUTOMATION SCIENCE AND ENGINEERING		10.1109/TASE.2019.2945607	Görge	Nein	Abstract	nur Technik		Ingenieurwesen / Physik	Remote Control / Digital Twin	HTC Vive																										
WOS	Roquet, Paul	Empathy for the game master: how virtual reality creates empathy for those seen to be creating VR	2020	JOURNAL OF VISUAL CULTURE		10.1177/1470412920906260	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology	Emotions / Empathy	Oculus Rift																										
WOS	"Suencksen, Matthias; Bott, Oliver Johannes; Dresing, Klaus; Teistler, Michael"	Simulation of scattered radiation during intraoperative imaging in a virtual reality learning environment	2020	INTERNATIONAL JOURNAL OF COMPUTER ASSISTED RADIOLOGY AND SURGERY		10.1007/s11548-020-02126-x	Görge	Nein	Abstract	nur Technik		Medizin	Software development																											
WOS	"Penumudi, Sai Akhil; Kuppam, Veera Aneesh; Kim, Jeong Ho; Hwang, Jaejin"	The effects of target location on musculoskeletal load, task performance, and subjective discomfort during virtual reality interactions	2020	APPLIED ERGONOMICS		10.1016/j.apergo.2019.103010	Görge	Ja	Sample		Accessing head and neck kinematics ans muscle activities during pointing tasks in VR	Ergonomie	Haptics / Physical interaction	Oculus Rift	Leap Motion	20			x			x		x					x				x			x		x		
WOS	"Ganni, Sandeep; Li, Meng; Botden, Sanne M. B. I.; Nayak, Samir Ranjan; Ganni, Bhaskar Rao; Rutkowski, Anne-Francoise; Goossens, Richard H. M.; Jakimowicz, Jack"	Virtual Operating Room Simulation Setup (VORSS) for Procedural Training in Minimally Invasive Surgery - a Pilot Study	2020	INDIAN JOURNAL OF SURGERY		10.1007/s12262-020-02131-z	Görge	Ja	Sample		evtl. interessant: Training Chirurgie	Medizin	Training	Oculus Rift	Surgical Simulator	28	x			x			x							x				x			x		x	
WOS	"Fanini, Bruno; Cinque, Luigi"	Encoding, Exchange and Manipulation of Captured Immersive VR Sessions for Learning Environments: the PRISMIN Framework	2020	APPLIED SCIENCES-BASEL		10.3390/app10062026	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Software development																											
WOS	"Avola, Danilo; Cinque, Luigi; Pannone, Daniele"	Design of a 3D Platform for Immersive Neurocognitive Rehabilitation	2020	INFORMATION		10.3390/info11030134	Görge	Ja	Volltext	kein Bezug zu manueller Kommissionierung	evtl. Lösen cognitiver Aufgaben	Medizin	Rehabilitation / Treatment	HTC Vive	HTC Vive controllers	42																								
WOS	"Park, Kyudong; Kim, Dohyeon; Han, Sung H."	Usability of the size, spacing, and operation method of virtual buttons with virtual hand on head-mounted displays	2020	INTERNATIONAL JOURNAL OF INDUSTRIAL ERGONOMICS		10.1016/j.ergon.2020.102939	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	evtl. Interessant: manuelle Bedienung	Ergonomie	Haptics / Physical interaction	Oculus Rift	Leap Motion	18																								
WOS	"Kumar, Pavan B. N.; Balasubramanyam, Adithya; Patil, Ashok Kumar; Chethana, B.; Chai, Young Ho"	GazeGuide: An Eye-Gaze-Guided Active Immersive UAV Camera	2020	APPLIED SCIENCES-BASEL		10.3390/app10051668	Görge	Ja	Abstract	nur Technik		Hardwareentwicklung und Evaluation	Control of VR / Human-Computer Interface																											
WOS	"Hejtmanek, Lukas; Starrett, Michael; Ferrer, Emilio; Ekstrom, Arne D."	How Much of What We Learn in Virtual Reality Transfers to Real-World Navigation?	2020	MULTISENSORY RESEARCH		10.1163/22134808-20201445	Görge	Ja	Sample		Navigation while walking inside an office building	Bauwesen / Architektur	Movement / Navigation	HTC Vive	Treadmill	102	x			x			x		x		x						x		x			x		x
WOS	"Watanabe, Kandai; Takahashi, Masaki"	Head-synced Drone Control for Reducing Virtual Reality Sickness	2020	JOURNAL OF INTELLIGENT & ROBOTIC SYSTEMS		10.1007/s10846-019-01054-6	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Control of VR / Human-Computer Interface																											
WOS	Kang, Hyunjeong	Impact of VR on impulsive desire for a destination	2020	JOURNAL OF HOSPITALITY AND TOURISM MANAGEMENT		10.1016/j.jhtm.2020.02.003	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology	Perception of prodcuts / Advertisement																											
WOS	"Al Janabi, Hasaneen Fathy; Aydin, Abdullatif; Palaneer, Sharanya; Macchione, Nicola; Al-Jabir, Ahmed; Khan, Muhammad Shamim; Dasgupta, Prokar; Ahmed, Kamran"	Effectiveness of the HoloLens mixed-reality headset in minimally invasive surgery: a simulation-based feasibility study	2020	SURGICAL ENDOSCOPY AND OTHER INTERVENTIONAL TECHNIQUES		10.1007/s00464-019-06862-3	Görge	Ja	Titel	kein VR																														
WOS	"Lee, Sungjin; Hong, Min; Kim, Sungyeup; Choi, Seong Jun"	Effect Analysis of Virtual-reality Vestibular Rehabilitation based on Eye-tracking	2020	KSII TRANSACTIONS ON INTERNET AND INFORMATION SYSTEMS		10.3837/tiis.2020.02.020	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Rehabilitation / Treatment																											
WOS	"Buyuksalih, Gurcan; Kan, Tuna; Ozkan, Gozde Enc; Meric, Muge; Isin, Lale; Kersten, Thomas P."	Preserving the Knowledge of the Past Through Virtual Visits: From 3D Laser Scanning to Virtual Reality Visualisation at the Istanbul catalca Incegiz Caves	2020	PFG-JOURNAL OF PHOTOGRAMMETRY REMOTE SENSING AND GEOINFORMATION SCIENCE		10.1007/s41064-020-00091-3	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Visualisation	HTC Vive																										
WOS	"Pollard, Kimberly A.; Oiknine, Ashley H.; Files, Benjamin T.; Sinatra, Anne M.; Patton, Debbie; Ericson, Mark; Thomas, Jerald; Khooshabeh, Peter"	Level of immersion affects spatial learning in virtual environments: results of a three-condition within-subjects study with long intersession intervals	2020	VIRTUAL REALITY		10.1007/s10055-019-00411-y	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	interessant: Spatial learning	Hardwareentwicklung und Evaluation	Visual perception	nVisor ST50 & Oculus Rift CV1	Xbox ONE game controller	61																								
WOS	"Cui, Xiaoyu; Cai, Ruifan; Tang, Xiangjun; Deng, Zhigang; Jin, Xiaogang"	Sketch-based shape-constrained fireworks simulation in head-mounted virtual reality	2020	COMPUTER ANIMATION AND VIRTUAL WORLDS		10.1002/cav.1920	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Model design		controller																									
WOS	"Kern, Angelika C.; Ellermeier, Wolfgang"	Audio in VR: Effects of a Soundscape and Movement-Triggered Step Sounds on Presence	2020	FRONTIERS IN ROBOTICS AND AI		10.3389/frobt.2020.00020	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		VR Allgemein	Perception of Sound																											
WOS	"Xu, Wenge; Liang, Hai-Ning; Zhang, Zeying; Baghaei, Nilufar"	Studying the Effect of Display Type and Viewing Perspective on User Experience in Virtual Reality Exergames	2020	GAMES FOR HEALTH JOURNAL		10.1089/g4h.2019.0102	Görge	Ja	Abstract	kein Vergleich zu realer Anwendung		Hardwareentwicklung und Evaluation	Evaluation of VR systems																											
WOS	"Argyriou, Lemonia; Economou, Daphne; Bouki, Vassiliki"	Design methodology for 360 degrees immersive video applications: the case study of a cultural heritage virtual tour	2020	PERSONAL AND UBIQUITOUS COMPUTING		10.1007/s00779-020-01373-8	Görge	Nein	Abstract	nur Technik		Softwareentwicklung	Model design																											
WOS	"Jeon, Jin Yong; Jo, Hyun In"	Effects of audio-visual interactions on soundscape and landscape perception and their influence on satisfaction with the urban environment	2020	BUILDING AND ENVIRONMENT		10.1016/j.buildenv.2019.106544	Görge	Ja	Abstract	VR nur als Methode		Bauwesen / Architektur	Visual perception																											
WOS	"Lin, Chiuhsiang Joe; Abreham, Betsha Tizazu; Caesaron, Dino; Woldegiorgis, Bereket Haile"	Exocentric Distance Judgment and Accuracy of Head-Mounted and Stereoscopic Widescreen Displays in Frontal Planes	2020	APPLIED SCIENCES-BASEL		10.3390/app10041427	Görge	Ja	Volltext	kein Vergleich zu realer Anwendung	evtl. interessant: Abschätzung von Distanzen	Hardwareentwicklung und Evaluation	Visual perception	HTC Vive	Motion capture	16																								
WOS	"Juliano, Julia M.; Spicer, Ryan P.; Vourvopoulos, Athanasios; Lefebvre, Stephanie; Jann, Kay; Ard, Tyler; Santarnecchi, Emiliano; Krum, David M.; Liew, Sook-Lei"	Embodiment Is Related to Better Performance on a Brain-Computer Interface in Immersive Virtual Reality: A Pilot Study	2020	SENSORS		10.3390/s20041204	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Hardwareentwicklung und Evaluation	Body Illusion																											
WOS	"Remond, J-J; Hernandez-Mora, M.; Marseille, C.; Mesure, G.; Romo, L."	Feasibility study of therapeutic exposure in virtual reality for pathological gamblers	2020	ENCEPHALE-REVUE DE PSYCHIATRIE CLINIQUE BIOLOGIQUE ET THERAPEUTIQUE		10.1016/j.encep.2019.09.002	Görge		Titel	nicht Englisch																														
WOS	"Malpica, S.; Serrano, A.; Allue, M.; Bedia, M. G.; Masia, B."	Crossmodal perception in virtual reality	2020	MULTIMEDIA TOOLS AND APPLICATIONS		10.1007/s11042-019-7331-z	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		VR Allgemein	Perception of Sound																											
WOS	"Swinkels, Lieke M. J.; van Schie, Hein T.; Veling, Harm; ter Horst, Arjan C.; Dijksterhuis, Ap"	The self-generated full body illusion is accompanied by impaired detection of somatosensory stimuli	2020	ACTA PSYCHOLOGICA		10.1016/j.actpsy.2019.102987	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Psychology	Body Illusion																											
WOS	"Liu, Qiang; Homma, Riken; Iki, Kazuhisa"	Evaluating cyclists' perception of satisfaction using 360 degrees videos	2020	TRANSPORTATION RESEARCH PART A-POLICY AND PRACTICE		10.1016/j.tra.2019.11.008	Görge	Ja	Abstract	kein Bezug zu manueller Kommissionierung		Ingenieurwesen / Physik	Visual perception																											
WOS	"Sayed, Ahmed M.; Abdel-Mottaleb, Mostafa; Kashem, Rashed; Roongpoovapatr, Vatookarn; Elsawy, Amr; Abdel-Mottaleb, Mohamed; Parrish, Richard K., II; Abou Shousha, Mohamed"	Expansion of Peripheral Visual Field with Novel Virtual Reality Digital Spectacles	2020	AMERICAN JOURNAL OF OPHTHALMOLOGY		10.1016/j.ajo.2019.10.006	Görge	Ja	Abstract	nur Technik		Human Biology	Visual perception																											
