Title,Rank,Impact_Factor,5_Yr_IF,Half_Life,Percentage_Citable,Avg_IF_Percentile
journal of the american ceramic society,2470,3.502,3.475,12.8,100.0,91.071
journals of gerontology series b-psychological sciences and social sciences,2470,3.502,3.93,10.7,100.0,82.569
journals of gerontology series b-psychological sciences and social sciences,2470,3.502,3.93,10.7,100.0,82.569
science education,2473,3.5,3.867,12.3,96.43,92.966
world bank research observer,2473,3.5,4.5,15.1,60.0,86.615
structural control & health monitoring,2475,3.499,3.773,4.3,97.62,82.546
journal of analytical atomic spectrometry,2476,3.498,3.279,7.7,93.07,82.724
accounting auditing & accountability journal,2477,3.497,4.68,11.3,94.34,91.204
bmc plant biology,2477,3.497,4.494,5.8,99.49,83.974
molecular phylogenetics and evolution,2479,3.496,3.883,8.8,100.0,64.713
tissue engineering part a,2479,3.496,3.428,7.1,100.0,55.601
seminars in nephrology,2481,3.495,3.802,7.8,0.0,81.765
journal of microbiology immunology and infection,2482,3.493,2.745,4.5,93.04,60.695
european journal of pain,2483,3.492,3.445,7.9,88.68,67.405
experimental hematology & oncology,2483,3.492,,4.1,64.29,62.101
american journal of pathology,2485,3.491,4.227,12.5,84.29,76.282
cancer medicine,2485,3.491,3.653,2.9,92.62,54.713
journal of pathology clinical research,2487,3.489,,3.1,100.0,75.0
ieee transactions on industry applications,2488,3.488,3.589,7.3,100.0,77.147
journal of investigational allergology and clinical immunology,2488,3.488,3.577,8.0,80.28,49.898
progress in physical geography-earth and environment,2488,3.488,4.777,11.1,93.18,76.875
journal of neurodevelopmental disorders,2491,3.487,3.848,5.4,82.5,65.522
european journal of cardio-thoracic surgery,2492,3.486,4.045,7.3,93.31,71.649
american journal of physiology-cell physiology,2493,3.485,3.73,11.4,95.38,62.659
journal of machine learning research,2494,3.484,8.759,9.0,100.0,69.208
journal of nephrology,2494,3.484,2.929,6.5,62.89,80.588
educational researcher,2496,3.483,6.13,14.5,78.0,92.586
international journal of food sciences and nutrition,2496,3.483,3.018,7.2,91.75,67.646
european journal of clinical investigation,2498,3.481,3.101,9.5,83.0,68.653
expert review of clinical pharmacology,2498,3.481,2.942,3.5,38.55,70.185
regional environmental change,2498,3.481,3.791,4.5,92.46,72.224
regional environmental change,2498,3.481,3.791,4.5,92.46,72.224
biogeosciences,2502,3.48,4.194,6.1,97.38,78.964
international journal of mechanics and materials in design,2502,3.48,3.076,4.2,100.0,76.228
european journal of psychotraumatology,2504,3.478,4.359,4.3,87.7,80.242
international journal of thermal sciences,2505,3.476,3.893,6.5,99.19,82.405
biochemical engineering journal,2506,3.475,3.491,7.2,98.72,68.517
bioimpacts,2506,3.475,,4.4,96.3,69.815
jaids-journal of acquired immune deficiency syndromes,2506,3.475,3.706,6.8,96.26,57.464
european journal of international relations,2509,3.474,3.925,8.7,100.0,94.211
cancer prevention research,2510,3.473,3.935,7.0,95.29,54.303
pharmacotherapy,2510,3.473,3.302,8.5,71.56,69.444
applied mathematics and computation,2512,3.472,2.709,6.4,98.96,97.5
environmental geochemistry and health,2512,3.472,3.662,6.1,94.68,73.498
international entrepreneurship and management journal,2512,3.472,3.815,5.4,96.88,67.462
journal of applied research in memory and cognition,2512,3.472,3.184,4.0,97.22,85.632
quarterly journal of the royal meteorological society,2516,3.471,3.75,9.9,99.17,68.28
biomolecules & therapeutics,2517,3.47,3.159,4.2,84.29,69.074
expert opinion on drug metabolism & toxicology,2517,3.47,3.197,6.0,13.7,67.316
investigative ophthalmology & visual science,2517,3.47,3.659,8.9,99.25,84.167
american journal of physiology-endocrinology and metabolism,2520,3.469,4.209,11.0,94.53,68.475
clinical child and family psychology review,2521,3.468,5.679,9.0,6.9,82.061
ieee transactions on control of network systems,2522,3.467,,2.8,100.0,69.315
panminerva medica,2522,3.467,2.336,5.1,17.95,79.091
biochimica et biophysica acta-bioenergetics,2524,3.465,4.578,9.1,93.26,66.716
journal of water process engineering,2524,3.465,4.116,3.1,96.21,69.635
human cell,2526,3.463,2.709,4.0,93.1,46.41
therapeutic advances in drug safety,2526,3.463,,5.0,63.04,68.333
genome biology and evolution,2528,3.462,3.926,4.4,98.15,66.41
international journal of refrigeration-revue internationale du froid,2529,3.461,3.655,7.1,97.1,81.201
journal of small business management,2529,3.461,5.151,9.0,100.0,68.363
ndt & e international,2529,3.461,3.493,8.8,100.0,86.364
computational mechanics,2532,3.459,4.1,7.9,100.0,85.096
cluster computing-the journal of networks software tools and applications,2533,3.458,2.763,2.5,99.67,77.956
journal of building performance simulation,2533,3.458,3.195,5.2,97.96,78.571
therapeutic advances in hematology,2535,3.456,,4.0,14.71,67.763
cellular & molecular biology letters,2536,3.451,2.892,6.3,94.2,51.821
journal of petrology,2536,3.451,4.332,16.3,100.0,77.059
environmental science-water research & technology,2538,3.449,4.132,2.8,94.59,69.221
journal of environmental economics and management,2538,3.449,4.198,12.6,100.0,76.222
enzyme and microbial technology,2540,3.448,3.225,13.1,100.0,68.91
integrating materials and manufacturing innovation,2541,3.447,,3.7,100.0,65.745
business horizons,2542,3.444,4.311,8.8,100.0,64.803
experimental thermal and fluid science,2542,3.444,3.735,6.6,99.39,82.253
genes chromosomes & cancer,2542,3.444,3.224,9.4,69.89,59.574
gm crops & food-biotechnology in agriculture and the food chain,2542,3.444,,4.9,77.78,75.908
chromosoma,2546,3.442,3.55,12.6,85.37,61.048
drug safety,2546,3.442,3.829,8.6,65.42,73.622
journal of physics and chemistry of solids,2546,3.442,2.814,14.2,99.78,65.598
evolutionary anthropology,2549,3.441,4.482,11.4,33.33,97.222
reaction chemistry & engineering,2549,3.441,3.864,2.3,90.67,65.387
integrated environmental assessment and management,2551,3.44,2.982,6.6,89.74,70.198
american economic journal-macroeconomics,2552,3.438,4.45,6.9,100.0,88.544
oxford review of economic policy,2552,3.438,2.896,11.6,96.97,88.544
journal of gastroenterology and hepatology,2554,3.437,3.406,7.7,84.91,52.841
cancer biomarkers,2555,3.436,3.089,2.7,99.31,53.484
heredity,2555,3.436,4.101,11.8,93.28,68.736
journal of cardiac failure,2557,3.435,3.591,7.8,98.06,62.681
monthly weather review,2557,3.435,3.899,15.6,99.13,67.204
computers in biology and medicine,2559,3.434,2.905,4.6,97.07,76.261
oceanography,2560,3.431,4.59,7.7,100.0,90.152
cellular microbiology,2561,3.43,4.206,9.2,81.43,54.729
physical chemistry chemical physics,2561,3.43,3.735,5.3,99.92,69.267
journal of sound and vibration,2563,3.429,3.617,12.1,99.83,82.796
journal of biological engineering,2563,3.429,4.351,4.9,73.03,69.853
pediatric obesity,2563,3.429,3.716,4.3,98.88,90.234
sustainable energy technologies and assessments,2566,3.427,,3.2,95.92,49.897
engineering fracture mechanics,2567,3.426,3.433,9.7,98.77,80.515
polymers,2567,3.426,3.636,2.3,93.79,82.584
journal of optical communications and networking,2569,3.425,2.751,3.8,100.0,74.889
computers & operations research,2570,3.424,3.804,8.5,97.95,72.147
calcified tissue international,2571,3.423,3.437,10.8,86.82,59.091
journal of quantitative criminology,2571,3.423,4.309,9.5,100.0,93.478
biochimica et biophysica acta-general subjects,2573,3.422,4.008,6.6,86.52,65.507
science and technology of welding and joining,2573,3.422,3.214,8.5,93.24,76.073
energy & fuels,2575,3.421,3.715,7.1,98.63,58.362
frontiers of medicine,2575,3.421,2.662,4.0,62.86,54.979
personality disorders-theory research and treatment,2575,3.421,4.126,5.0,93.1,81.298
ieee communications letters,2578,3.419,3.181,4.1,100.0,65.0
ieee transactions on broadcasting,2578,3.419,3.272,6.0,100.0,69.624
acs earth and space chemistry,2580,3.418,3.418,1.6,95.72,70.003
acta diabetologica,2580,3.418,3.193,5.0,81.25,58.392
histochemistry and cell biology,2580,3.418,2.613,9.2,96.05,69.936
molecular microbiology,2580,3.418,3.576,13.6,92.23,60.034
oncology reports,2584,3.417,3.279,4.7,96.63,52.664
macromolecular bioscience,2585,3.416,3.172,7.3,85.71,63.935
journal of hospitality and tourism management,2586,3.415,,4.3,96.25,71.014
earthquake engineering & structural dynamics,2587,3.414,3.781,12.8,98.81,82.735
microscopy and microanalysis,2587,3.414,2.519,6.5,98.73,74.427
biochimie,2589,3.413,3.194,7.8,72.33,56.061
chromosome research,2589,3.413,2.733,10.5,64.0,59.81
ieee transactions on microwave theory and techniques,2589,3.413,3.554,9.1,100.0,73.872
strategic organization,2589,3.413,4.118,7.9,100.0,65.811
obesity surgery,2593,3.412,3.579,5.6,87.67,83.095
organic & biomolecular chemistry,2593,3.412,3.134,5.0,92.29,78.07
american journal of nephrology,2595,3.411,3.369,7.4,91.92,79.412
biochimica et biophysica acta-biomembranes,2595,3.411,3.905,8.9,97.94,63.961
journal of computational design and engineering,2597,3.408,,2.8,98.33,73.46
language learning,2597,3.408,3.567,12.9,89.19,94.632
materials chemistry and physics,2597,3.408,2.884,7.6,99.59,63.535
international journal of refractory metals & hard materials,2600,3.407,3.414,5.9,98.95,74.963
journal of geophysical research-biogeosciences,2601,3.406,4.225,6.8,100.0,73.743
journal of vascular surgery,2602,3.405,3.689,9.3,90.7,76.31
sedimentology,2602,3.405,3.87,17.1,100.0,90.426
energy technology,2604,3.404,3.271,2.7,95.29,50.446
hippocampus,2604,3.404,3.669,10.1,98.9,60.332
hpb,2606,3.401,3.72,5.5,88.52,66.924
crystallography reviews,2607,3.4,3.256,10.6,16.67,78.846
geotextiles and geomembranes,2607,3.4,3.808,8.9,98.65,78.728
ieee-acm transactions on audio speech and language processing,2609,3.398,3.643,3.6,100.0,79.717
intermetallics,2609,3.398,3.604,8.1,100.0,68.839
genes brain and behavior,2611,3.397,3.488,8.2,84.62,70.847
journal of endocrinological investigation,2611,3.397,3.016,7.6,84.21,57.692
clinical implant dentistry and related research,2613,3.396,3.684,5.3,94.16,90.659
journal of geriatric physical therapy,2613,3.396,2.93,7.7,96.15,79.779
sexually transmitted infections,2613,3.396,3.208,7.4,89.8,62.903
crop journal,2616,3.395,,3.6,91.03,84.692
american journal of geriatric psychiatry,2617,3.393,3.763,8.1,84.96,75.406
american journal of geriatric psychiatry,2617,3.393,3.763,8.1,84.96,75.406
archives of biochemistry and biophysics,2619,3.391,3.48,15.9,85.47,63.089
brain imaging and behavior,2619,3.391,3.461,3.3,98.1,67.857
anthropocene,2621,3.39,,4.4,84.62,72.369
lithos,2621,3.39,4.511,8.2,98.94,74.853
planta,2621,3.39,3.687,13.5,84.91,82.692
clinical kidney journal,2624,3.388,,4.0,82.86,78.235
journal of the european economic association,2624,3.388,4.361,9.1,100.0,88.005
american journal of medical genetics part b-neuropsychiatric genetics,2626,3.387,3.192,8.7,81.13,65.529
development and psychopathology,2627,3.385,4.508,10.7,100.0,83.766
journal of manufacturing technology management,2627,3.385,,7.3,92.98,67.276
journal of manufacturing technology management,2627,3.385,,7.3,92.98,67.276
landscape ecology,2627,3.385,4.354,8.5,95.08,74.579
chemnanomat,2631,3.384,3.42,2.6,88.76,58.713
transportation science,2631,3.384,4.671,12.9,97.83,71.233
transportation science,2631,3.384,4.671,12.9,97.83,71.233
experimental cell research,2634,3.383,3.361,11.3,92.62,48.307
expert opinion on drug safety,2634,3.383,3.179,5.0,33.33,67.593
transport policy,2636,3.382,3.933,6.7,98.99,79.679
acs combinatorial science,2637,3.381,3.193,4.3,94.19,68.716
american journal of neuroradiology,2637,3.381,3.853,9.5,95.5,69.212
journal of trauma and acute care surgery,2637,3.381,3.571,4.7,88.41,74.861
clinical endocrinology,2640,3.38,3.366,10.0,88.32,56.993
journal of drug targeting,2640,3.38,3.264,7.2,55.77,67.222
molecular diagnosis & therapy,2640,3.38,2.721,3.8,55.74,64.826
npj microgravity,2640,3.38,3.682,2.8,93.33,71.127
archaea-an international microbiological journal,2644,3.379,2.67,6.7,100.0,62.593
journal of building engineering,2644,3.379,,2.0,92.05,80.47
mutagenesis,2644,3.379,2.994,9.3,88.1,66.53
european thyroid journal,2647,3.378,,4.3,91.11,56.294
platelets,2647,3.378,2.912,4.8,87.41,55.147
structural and multidisciplinary optimization,2649,3.377,3.666,6.8,98.57,74.894
experimental gerontology,2650,3.376,3.518,7.3,89.71,63.725
journal of general virology,2650,3.376,3.035,12.3,95.57,65.25
american journal of translational research,2652,3.375,3.404,3.1,94.75,54.002
comunicar,2652,3.375,3.83,5.4,95.0,89.119
journal of research on educational effectiveness,2652,3.375,2.91,5.8,100.0,91.825
regulation & governance,2652,3.375,3.862,6.0,96.88,91.255
ieee transactions on human-machine systems,2656,3.374,3.446,3.6,95.31,72.61
kidney international reports,2656,3.374,,2.0,95.65,77.059
cts-clinical and translational science,2658,3.373,2.448,4.8,88.33,55.435
journal of the mechanical behavior of biomedical materials,2659,3.372,3.622,4.2,99.08,60.428
spe journal,2659,3.372,3.714,11.4,99.29,92.105
brain research bulletin,2661,3.37,3.383,11.2,78.46,59.594
beneficial microbes,2661,3.37,3.332,4.0,89.87,60.42
computers & mathematics with applications,2661,3.37,2.855,8.4,100.0,97.115
health technology assessment,2661,3.37,4.735,8.1,91.43,82.843
oikos,2661,3.37,3.749,15.0,99.35,75.893
stanford law review,2661,3.37,4.033,20.4,100.0,95.13
international journal of transgenderism,2667,3.369,,6.0,87.88,87.166
international journal of transgenderism,2667,3.369,,6.0,87.88,87.166
clinical immunology,2669,3.368,3.506,9.1,80.3,50.316
experimental dermatology,2669,3.368,2.786,6.4,87.85,78.676
advances in clinical chemistry,2671,3.367,4.421,4.9,0.0,81.034
frontiers in physiology,2671,3.367,3.697,3.0,81.91,75.926
journal of nuclear cardiology,2673,3.366,3.175,5.0,84.44,69.136
frontiers in nutrition,2674,3.365,,2.5,64.71,57.865
movement ecology,2674,3.365,,4.3,92.31,75.298
measurement,2676,3.364,3.327,3.7,98.35,78.421
ieee intelligent transportation systems magazine,2677,3.363,4.212,4.5,95.24,67.81
acta ophthalmologica,2678,3.362,3.181,7.3,90.48,82.5
chemical geology,2678,3.362,4.047,13.0,98.8,73.529
nutrition journal,2680,3.359,4.63,6.3,94.32,56.742
health reports,2681,3.358,3.351,8.4,100.0,83.808
health reports,2681,3.358,3.351,8.4,100.0,83.808
reviews in the neurosciences,2681,3.358,3.39,6.6,84.21,59.225
international journal of surgery,2684,3.357,3.168,4.7,60.0,81.19
veterinary research,2684,3.357,3.432,7.6,97.2,96.127
cns spectrums,2686,3.356,3.602,9.2,59.02,68.391
environmental technology & innovation,2686,3.356,3.404,2.2,90.15,62.367
food and bioprocess technology,2686,3.356,3.666,5.9,96.65,74.46
journal of labor economics,2686,3.356,5.495,13.9,100.0,87.9
microbial ecology,2686,3.356,3.862,8.9,100.0,75.932
surgery,2686,3.356,3.717,9.7,98.47,80.714
journal of fluid mechanics,2692,3.354,3.626,16.5,100.0,81.434
michigan law review,2693,3.353,2.504,16.7,100.0,94.481
international journal of research in marketing,2694,3.352,3.676,11.3,97.44,63.487
journal of geochemical exploration,2694,3.352,3.538,6.8,96.57,72.353
travel behaviour and society,2694,3.352,3.803,2.5,100.0,68.919
human genomics,2697,3.351,3.745,6.4,82.81,61.299
industry and innovation,2697,3.351,3.151,7.9,100.0,76.895
psychiatry and clinical neurosciences,2697,3.351,3.27,9.0,68.42,64.834
chemical engineering research & design,2700,3.35,3.37,5.8,99.55,64.685
journal of rheumatology,2700,3.35,3.536,12.6,98.34,57.813
toxicology and applied pharmacology,2702,3.347,3.627,9.7,97.07,68.295
epilepsy currents,2703,3.345,5.576,7.5,30.77,68.382
advances in applied microbiology,2704,3.343,5.205,10.1,0.0,63.038
artificial cells nanomedicine and biotechnology,2704,3.343,3.104,1.9,99.14,60.927
iet control theory and applications,2704,3.343,3.366,4.6,99.4,71.979
soil,2704,3.343,4.963,3.8,92.31,75.0
journal of epidemiology and community health,2708,3.342,4.159,11.7,94.3,83.254
journal of epidemiology and community health,2708,3.342,4.159,11.7,94.3,83.254
cell transplantation,2710,3.341,3.523,6.1,86.23,55.521
current treatment options in neurology,2711,3.34,2.665,5.4,0.0,67.892
ieee transactions on neural systems and rehabilitation engineering,2711,3.34,4.003,5.8,98.77,78.841
dna repair,2713,3.339,3.79,6.9,64.54,64.878
hydrometallurgy,2714,3.338,3.89,8.7,98.29,84.177
oncotargets and therapy,2715,3.337,3.044,2.8,87.44,57.929
physical review materials,2715,3.337,3.337,1.7,99.87,62.261
sport management review,2715,3.337,3.761,6.3,90.38,69.236
current opinion in oncology,2718,3.336,2.934,6.7,0.0,51.025
molecular biosystems,2718,3.336,2.986,6.2,,54.714
social psychiatry and psychiatric epidemiology,2720,3.335,3.749,8.2,87.76,71.185
social psychiatry and psychiatric epidemiology,2720,3.335,3.749,8.2,87.76,71.185
british journal of nutrition,2722,3.334,4.283,8.9,94.24,55.618
british accounting review,2723,3.333,4.513,8.8,100.0,90.278
comments on inorganic chemistry,2723,3.333,2.816,11.5,88.89,85.556
european review of social psychology,2723,3.333,5.047,9.8,100.0,88.281
geomatics natural hazards & risk,2723,3.333,3.046,3.0,96.64,75.442
journal of dairy science,2723,3.333,3.432,10.3,96.09,83.299
journal of mixed methods research,2723,3.333,3.442,9.7,91.3,91.204
organization & environment,2723,3.333,7.804,6.6,100.0,69.643
reactive & functional polymers,2723,3.333,3.29,6.7,99.08,73.225
brain sciences,2731,3.332,,2.3,81.77,58.487
waves in random and complex media,2732,3.33,2.282,4.5,100.0,79.412
industrial management & data systems,2733,3.329,4.379,6.0,98.2,67.111
population health metrics,2734,3.328,3.754,6.9,100.0,87.941
transfusion medicine reviews,2734,3.328,4.474,6.8,0.0,65.132
journal of immunology research,2736,3.327,3.838,3.7,75.93,49.684
applied intelligence,2737,3.325,3.204,3.5,99.6,69.485
international journal of logistics management,2737,3.325,3.289,9.9,89.8,65.265
